Time	FuelConsumptionCar	FuelConsumptionBus	FuelConsumptionTruck	CarbonDioxideCar	CarbonDioxideBus	CarbonDioxideTruck	NitrogenOxidesCar	NitrogenOxidesBus	NitrogenOxidesTruck	
05:05:00	2.61240576E9	0.0	1472393.6	2.00147216E8	0.0	112570.03	144237.31	0.0	80.493095	
05:10:00	2.39095552E9	0.0	1367361.4	1.83160544E8	0.0	104539.94	132192.52	0.0	74.628265	
05:15:00	2.08485632E9	0.0	1215964.1	1.59682368E8	0.0	92965.06	115481.69	0.0	65.972984	
05:20:00	1.73195366E9	0.0	1028593.6	1.32609712E8	0.0	78639.875	96101.36	0.0	55.6245	
05:25:00	1.3418729E9	0.0	754408.9	1.02701048E8	0.0	57677.426	74596.16	0.0	40.517395	
05:30:00	9.2629594E8	0.0	461719.4	7.084996E7	0.0	35300.215	51478.996	0.0	24.62431	
05:35:00	5.8336819E8	0.0	251126.53	4.4582528E7	0.0	19199.582	32592.2	0.0	13.528506	
05:40:00	3.56177728E8	0.0	130099.63	2.7201192E7	0.0	9946.618	20142.97	0.0	7.1466064	
05:45:00	2.09124288E8	0.0	54756.89	1.5971349E7	0.0	4186.377	11981.937	0.0	3.1115108	
05:50:00	1.11834464E8	0.0	7844.293	8548322.0	0.0	599.72687	6523.2246	0.0	0.42996895	
05:55:00	5.433456E7	0.0	0.0	4154230.0	0.0	0.0	3209.1873	0.0	0.0	
06:00:00	2.4464454E7	0.0	0.0	1870417.1	0.0	0.0	1462.3633	0.0	0.0	
