			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance	
Facility	TimeStamp	Mode	Share (Travelers)	Percentage (%)	Total (Minutes)	Average (Minutes)	Total (Travelers-Minutes)	Average (Minutes)	Total (Travelers-Miles)	Average (Miles)			Mode	Share (Travelers)	Percentage (%)	Total (Minutes)	Average (Minutes)	Total (Travelers-Minutes)	Average (Minutes)	Total (Travelers-Miles)	Average (Miles)			Mode	Share (Travelers)	Percentage (%)	Total (Minutes)	Average (Minutes)	Total (Travelers-Minutes)	Average (Minutes)	Total (Travelers-Miles)	Average (Miles)			Mode	Share (Travelers)	Percentage (%)	Total (Minutes)	Average (Minutes)	Total (Travelers-Minutes)	Average (Minutes)	Total (Travelers-Miles)	Average (Miles)			Mode	Share (Travelers)	Percentage (%)	Total (Minutes)	Average (Minutes)	Total (Travelers-Minutes)	Average (Minutes)	Total (Travelers-Miles)	Average (Miles)			Mode	Share (Travelers)	Percentage (%)	Total (Minutes)	Average (Minutes)	Total (Travelers-Minutes)	Average (Minutes)	Total (Travelers-Miles)	Average (Miles)
SH 190 Westbound	1:55:00	Car	1402	100	4347.6	3.1	283.14	0.2	4630.06	3.3			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1402	100	4347.6	3.1	283.14	0.2	4630.06	3.3			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	1:55:00	Car	13508	100	28580.22	2.12	14403.75	1.07	9514.73	0.7			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	13508	100	28619.62	2.12	14426.67	1.07	9525.78	0.71			Truck	10	N/A	39.4	3.94	22.92	2.29	11.05	1.1
US 75 Frontage Rd Southbound	1:55:00	Car	11129	100	15777.01	1.42	3791.26	0.34	7904.97	0.71			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	11129	100	15797.81	1.42	3796.24	0.34	7915.5	0.71			Truck	17	N/A	20.8	1.22	4.97	0.29	10.53	0.62
US 75 HOV Northbound	1:55:00	Car	208	100	1439.4	6.92	38.63	0.19	1474.48	7.09			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	208	100	1439.4	6.92	38.63	0.19	1474.48	7.09			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	1:55:00	Car	84	100	501.4	5.97	18.72	0.22	508.38	6.05			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	84	100	501.4	5.97	18.72	0.22	508.38	6.05			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	1:55:00	Car	9033	100	63798.25	7.06	17710.43	1.96	51188.27	5.67			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	9033	100	63830.64	7.07	17718.08	1.96	51215.43	5.67			Truck	3	N/A	32.4	10.8	7.65	2.55	27.16	9.05
US 75 Southbound	1:55:00	Car	6574	100	42551.41	6.47	4759.48	0.72	42408.33	6.45			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	6574	100	42567.11	6.48	4761.42	0.72	42423.82	6.45			Truck	3	N/A	15.7	5.23	1.93	0.64	15.49	5.16
Entire System	2:00:00	Car	66347	98.13	559728.5	8.44	152743.8	2.3	311920.19	4.7			Bus	0	0	0	0	0	0	0	0			Rail	1265	1.87	11679.1	9.23	814.63	0.64	11380.96	9			Park and Ride	0	0	0	0	0	0	0	0			Total	67612	100	572019.12	8.46	153723.77	2.27	323588	4.79			Truck	24	N/A	600.4	25.02	165.34	6.89	287	11.96
Greenville Ave Northbound	2:00:00	Car	5303	100	14703	2.77	3594.19	0.68	6940.66	1.31			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5303	100	14726.8	2.78	3601.4	0.68	6951.8	1.31			Truck	7	N/A	23.8	3.4	7.21	1.03	11.14	1.59
Greenville Ave Southbound	2:00:00	Car	3027	100	6655.6	2.2	1321.74	0.44	3357.38	1.11			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3027	100	6678	2.21	1327.95	0.44	3367.7	1.11			Truck	8	N/A	22.4	2.8	6.21	0.78	10.32	1.29
IH 635 Eastbound	2:00:00	Car	5163	100	42878.08	8.3	26376.4	5.11	18716.51	3.63			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5163	100	42878.08	8.3	26376.4	5.11	18716.51	3.63			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:00:00	Car	3066	100	9988.71	3.26	614.75	0.2	10706.12	3.49			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3066	100	9988.71	3.26	614.75	0.2	10706.12	3.49			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:00:00	Car	964	100	2859.61	2.97	166.18	0.17	3098.96	3.21			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	964	100	2859.61	2.97	166.18	0.17	3098.96	3.21			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:00:00	Car	1398	100	4193	3	274.64	0.2	4476.09	3.2			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1398	100	4193	3	274.64	0.2	4476.09	3.2			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	2:00:00	Car	13681	100	27345.41	2	13090.84	0.96	9543.87	0.7			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	13681	100	27382.61	2	13109.61	0.96	9555.99	0.7			Truck	9	N/A	37.2	4.13	18.76	2.08	12.11	1.35
US 75 Frontage Rd Southbound	2:00:00	Car	11149	100	16157.91	1.45	3939.9	0.35	8055.45	0.72			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	11149	100	16176.61	1.45	3945.63	0.35	8064.25	0.72			Truck	15	N/A	18.7	1.25	5.73	0.38	8.8	0.59
US 75 HOV Northbound	2:00:00	Car	186	100	1432.4	7.7	38.51	0.21	1455.99	7.83			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	186	100	1432.4	7.7	38.51	0.21	1455.99	7.83			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	2:00:00	Car	76	100	423.8	5.58	15.65	0.21	430.48	5.66			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	76	100	423.8	5.58	15.65	0.21	430.48	5.66			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	2:00:00	Car	9048	100	65131.39	7.21	18891.82	2.09	51323.36	5.67			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	9048	100	65238.38	7.21	18896.96	2.09	51348.8	5.68			Truck	3	N/A	28.3	9.43	5.14	1.71	25.45	8.48
US 75 Southbound	2:00:00	Car	6591	100	42676.41	6.47	4977.97	0.76	42216.67	6.41			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	6591	100	42662.2	6.47	4979.19	0.76	42229.93	6.41			Truck	3	N/A	13	4.33	1.22	0.41	13.25	4.42
Entire System	2:05:00	Car	70052	98.14	569980.25	8.14	159695.59	2.28	314204.38	4.49			Bus	0	0	0	0	0	0	0	0			Rail	1326	1.86	11788.6	8.89	831.45	0.63	11483.81	8.66			Park and Ride	0	0	0	0	0	0	0	0			Total	71378	100	582496.56	8.16	160689.12	2.25	325987.88	4.57			Truck	24	N/A	617.8	25.74	162.07	6.75	299.64	12.49
Greenville Ave Northbound	2:05:00	Car	5334	100	14930.1	2.8	3767.82	0.71	6981.4	1.31			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5334	100	14951.6	2.8	3775.07	0.71	6990.86	1.31			Truck	7	N/A	21.5	3.07	7.25	1.04	9.46	1.35
Greenville Ave Southbound	2:05:00	Car	2949	100	6504.3	2.21	1287.45	0.44	3278.79	1.11			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	2949	100	6524.4	2.21	1293.17	0.44	3288.1	1.11			Truck	8	N/A	20.1	2.51	5.72	0.72	9.31	1.16
IH 635 Eastbound	2:05:00	Car	5250	100	44962.75	8.56	28736.85	5.47	18374.59	3.5			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5250	100	44962.75	8.56	28736.85	5.47	18374.59	3.5			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:05:00	Car	3116	100	10190.02	3.27	631.46	0.2	10910.97	3.5			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3116	100	10190.02	3.27	631.46	0.2	10910.97	3.5			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:05:00	Car	1008	100	3026.51	3	173.58	0.17	3283.39	3.26			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1008	100	3026.51	3	173.58	0.17	3283.39	3.26			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:05:00	Car	1422	100	4037.1	2.84	268.36	0.19	4301.92	3.03			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1422	100	4037.1	2.84	268.36	0.19	4301.92	3.03			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	2:05:00	Car	14405	100	27058.9	1.88	12343.96	0.86	9864.88	0.68			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	14405	100	27104.2	1.88	12362.26	0.86	9882.44	0.69			Truck	10	N/A	45.3	4.53	18.31	1.83	17.55	1.76
US 75 Frontage Rd Southbound	2:05:00	Car	11464	100	16614.79	1.45	4172.61	0.36	8215.49	0.72			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	11464	100	16633.19	1.45	4178.39	0.36	8223.93	0.72			Truck	14	N/A	18.4	1.31	5.78	0.41	8.44	0.6
US 75 HOV Northbound	2:05:00	Car	192	100	1482	7.72	38.58	0.2	1502.99	7.83			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	192	100	1482	7.72	38.58	0.2	1502.99	7.83			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	2:05:00	Car	66	100	400.8	6.07	14.72	0.22	404.75	6.13			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	66	100	400.8	6.07	14.72	0.22	404.75	6.13			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	2:05:00	Car	9279	100	67022.48	7.23	20597.15	2.22	51417.36	5.54			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	9279	100	67128.42	7.23	20601.49	2.22	51438.8	5.54			Truck	4	N/A	23.9	5.97	4.34	1.09	21.44	5.36
US 75 Southbound	2:05:00	Car	6856	100	43677.29	6.37	5443.26	0.79	42796.21	6.24			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	6856	100	43683.91	6.37	5445.07	0.79	42815.25	6.24			Truck	2	N/A	18.8	9.4	1.81	0.91	19.03	9.52
Entire System	2:10:00	Car	73432	98.13	595635.56	8.12	172802.69	2.35	322658.41	4.39			Bus	0	0	0	0	0	0	0	0			Rail	1402	1.87	12062.3	8.6	828.45	0.59	11782.02	8.4			Park and Ride	0	0	0	0	0	0	0	0			Total	74834	100	608724.88	8.13	173815.02	2.32	334760.69	4.47			Truck	20	N/A	665	33.25	183.87	9.19	320.31	16.02
Greenville Ave Northbound	2:10:00	Car	5492	100	15308.3	2.79	4052.99	0.74	7055.3	1.28			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5492	100	15335.3	2.79	4061.01	0.74	7067.21	1.29			Truck	6	N/A	27	4.5	8.02	1.34	11.91	1.98
Greenville Ave Southbound	2:10:00	Car	3020	100	6484	2.15	1306.41	0.43	3272.08	1.08			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3020	100	6500.5	2.15	1310.44	0.43	3280.16	1.09			Truck	7	N/A	16.5	2.36	4.03	0.58	8.08	1.15
IH 635 Eastbound	2:10:00	Car	5245	100	46597.41	8.88	30154.31	5.75	18605.32	3.55			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5245	100	46597.41	8.88	30154.31	5.75	18605.32	3.55			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:10:00	Car	3151	100	10460.21	3.32	648.61	0.21	11196.54	3.55			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3151	100	10460.21	3.32	648.61	0.21	11196.54	3.55			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:10:00	Car	1062	100	3236.31	3.05	184.74	0.17	3514.15	3.31			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1062	100	3236.31	3.05	184.74	0.17	3514.15	3.31			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:10:00	Car	1431	100	3943.5	2.76	263.82	0.18	4200.64	2.94			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1431	100	3943.5	2.76	263.82	0.18	4200.64	2.94			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	2:10:00	Car	15087	100	28149.59	1.87	12496.58	0.83	10497.41	0.7			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	15087	100	28206.39	1.87	12523.64	0.83	10516.88	0.7			Truck	11	N/A	56.8	5.16	27.06	2.46	19.48	1.77
US 75 Frontage Rd Southbound	2:10:00	Car	11977	100	17130.2	1.43	4227.22	0.35	8485.15	0.71			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	11977	100	17152.3	1.43	4234.76	0.35	8494.76	0.71			Truck	12	N/A	22.1	1.84	7.54	0.63	9.61	0.8
US 75 HOV Northbound	2:10:00	Car	206	100	1496.8	7.27	39.01	0.19	1524.89	7.4			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	206	100	1496.8	7.27	39.01	0.19	1524.89	7.4			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	2:10:00	Car	60	100	357.2	5.95	12.87	0.21	363.61	6.06			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	60	100	357.2	5.95	12.87	0.21	363.61	6.06			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	2:10:00	Car	9677	100	70663.68	7.3	24163.48	2.5	51346.17	5.31			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	9677	100	70689.28	7.3	24169.66	2.5	51367.43	5.31			Truck	5	N/A	25.6	5.12	6.18	1.24	21.26	4.25
US 75 Southbound	2:10:00	Car	7370	100	45875.04	6.22	6120.13	0.83	44518.51	6.04			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	7370	100	45906.13	6.23	6123.43	0.83	44549.66	6.04			Truck	3	N/A	31.1	10.37	3.3	1.1	31.15	10.38
Entire System	2:15:00	Car	76753	98.17	631090.4	8.23	193513.23	2.52	333003.38	4.34			Bus	0	0	0	0	0	0	0	0			Rail	1428	1.83	12430.4	8.7	867.65	0.61	12127.24	8.49			Park and Ride	0	0	0	0	0	0	0	0			Total	78181	100	644987.56	8.25	194580.27	2.49	345448.16	4.42			Truck	26	N/A	666.8	25.65	199.39	7.67	317.6	12.22
Greenville Ave Northbound	2:15:00	Car	5550	100	15483.59	2.79	4327.67	0.78	7008.41	1.26			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5550	100	15520.89	2.8	4339.85	0.78	7024.48	1.27			Truck	7	N/A	37.3	5.33	12.17	1.74	16.07	2.3
Greenville Ave Southbound	2:15:00	Car	3102	100	6626.7	2.14	1365	0.44	3336.56	1.08			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3102	100	6641.9	2.14	1368.41	0.44	3344.12	1.08			Truck	7	N/A	15.2	2.17	3.41	0.49	7.56	1.08
IH 635 Eastbound	2:15:00	Car	5196	100	47988.7	9.24	31342.98	6.03	18844.96	3.63			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5196	100	47988.7	9.24	31342.98	6.03	18844.96	3.63			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:15:00	Car	3198	100	10633.32	3.32	661.23	0.21	11391.56	3.56			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3198	100	10633.32	3.32	661.23	0.21	11391.56	3.56			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:15:00	Car	1101	100	3485.21	3.17	200.09	0.18	3779.39	3.43			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1101	100	3485.21	3.17	200.09	0.18	3779.39	3.43			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:15:00	Car	1492	100	4098.3	2.75	270.34	0.18	4362.38	2.92			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1492	100	4098.3	2.75	270.34	0.18	4362.38	2.92			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	2:15:00	Car	15888	100	30684.9	1.93	14238.34	0.9	11043.2	0.7			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	15888	100	30746.8	1.94	14271.69	0.9	11061.95	0.7			Truck	9	N/A	61.9	6.88	33.35	3.71	18.75	2.08
US 75 Frontage Rd Southbound	2:15:00	Car	12575	100	17918.19	1.42	4388.43	0.35	8872.26	0.71			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	12575	100	17946.29	1.43	4396.17	0.35	8885.91	0.71			Truck	12	N/A	28.1	2.34	7.74	0.65	13.64	1.14
US 75 HOV Northbound	2:15:00	Car	208	100	1514	7.28	39.94	0.19	1538.55	7.4			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	208	100	1514	7.28	39.94	0.19	1538.55	7.4			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	2:15:00	Car	54	100	331.6	6.14	12.77	0.24	335.11	6.21			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	54	100	331.6	6.14	12.77	0.24	335.11	6.21			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	2:15:00	Car	10024	100	76310.98	7.61	29653.1	2.96	51456.98	5.13			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	10024	100	76340.39	7.62	29661.6	2.96	51479.86	5.14			Truck	4	N/A	29.4	7.35	8.49	2.12	22.87	5.72
US 75 Southbound	2:15:00	Car	7807	100	49056.03	6.28	7065.91	0.91	46986.85	6.02			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	7807	100	49096.23	6.29	7070.6	0.91	47026.67	6.02			Truck	4	N/A	40.2	10.05	4.69	1.17	39.82	9.96
Entire System	2:20:00	Car	79658	98.15	675285	8.5	223490.8	2.81	342925.12	4.3			Bus	0	0	0	0	0	0	0	0			Rail	1505	1.85	13081.5	8.69	851.93	0.57	12831.17	8.53			Park and Ride	0	0	0	0	0	0	0	0			Total	81163	100	690513.94	8.51	224542.28	2.77	356059.03	4.39			Truck	18	N/A	646.9	35.94	199.55	11.09	302.8	16.82
Greenville Ave Northbound	2:20:00	Car	5639	100	15801.3	2.8	4504.65	0.8	7070.08	1.25			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5639	100	15836	2.81	4515.85	0.8	7085.05	1.26			Truck	7	N/A	34.7	4.96	11.2	1.6	14.97	2.14
Greenville Ave Southbound	2:20:00	Car	3234	100	6890.5	2.13	1434.93	0.44	3461.76	1.07			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3234	100	6907.6	2.14	1439.6	0.45	3469.5	1.07			Truck	7	N/A	17.1	2.44	4.67	0.67	7.74	1.11
IH 635 Eastbound	2:20:00	Car	5131	100	49150.77	9.58	33053.1	6.44	18266.25	3.56			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5131	100	49150.77	9.58	33053.1	6.44	18266.25	3.56			Truck	0	N/A	0	0	0	0	0	0
IH 635 Westbound	2:20:00	Car	3319	100	10932.61	3.29	677.59	0.2	11733.74	3.54			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	3319	100	10932.61	3.29	677.59	0.2	11733.74	3.54			Truck	0	N/A	0	0	0	0	0	0
SH 190 Eastbound	2:20:00	Car	1169	100	3667.11	3.14	215.39	0.18	3973.16	3.4			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1169	100	3667.11	3.14	215.39	0.18	3973.16	3.4			Truck	0	N/A	0	0	0	0	0	0
SH 190 Westbound	2:20:00	Car	1567	100	4140.9	2.64	274.29	0.18	4415.32	2.82			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	1567	100	4140.9	2.64	274.29	0.18	4415.32	2.82			Truck	0	N/A	0	0	0	0	0	0
US 75 Frontage Rd Northbound	2:20:00	Car	16682	100	34139.26	2.05	16917.2	1.01	11573.52	0.69			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	16682	100	34200.46	2.05	16951.58	1.02	11591.03	0.69			Truck	9	N/A	61.2	6.8	34.38	3.82	17.51	1.95
US 75 Frontage Rd Southbound	2:20:00	Car	13114	100	19434.71	1.48	4814.65	0.37	9567.29	0.73			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	13114	100	19460.11	1.48	4820.95	0.37	9580.06	0.73			Truck	9	N/A	25.4	2.82	6.3	0.7	12.76	1.42
US 75 HOV Northbound	2:20:00	Car	248	100	1631.4	6.58	42.02	0.17	1653.76	6.67			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	248	100	1631.4	6.58	42.02	0.17	1653.76	6.67			Truck	0	N/A	0	0	0	0	0	0
US 75 HOV Southbound	2:20:00	Car	64	100	367.2	5.74	13.55	0.21	371.31	5.8			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	64	100	367.2	5.74	13.55	0.21	371.31	5.8			Truck	0	N/A	0	0	0	0	0	0
US 75 Northbound	2:20:00	Car	10295	100	84260.34	8.18	37678.28	3.66	51331.28	4.99			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	10295	100	84283.04	8.19	37686.07	3.66	51347.57	4.99			Truck	4	N/A	22.7	5.68	7.79	1.95	16.29	4.07
US 75 Southbound	2:20:00	Car	8177	100	53224.2	6.51	8557.29	1.05	49926.27	6.11			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	8177	100	53268.2	6.51	8562.63	1.05	49969.59	6.11			Truck	4	N/A	44	11	5.34	1.33	43.33	10.83
Entire System	2:25:00	Car	82835	98.16	729174.56	8.84	259775.69	3.14	355893.97	4.3			Bus	0	0	0	0	0	0	0	0			Rail	1551	1.84	14050.4	9.06	856.43	0.55	13830.99	8.92			Park and Ride	0	0	0	0	0	0	0	0			Total	84386	100	746766	8.85	260830.42	3.09	370010.28	4.38			Truck	14	N/A	630.3	45.02	198.29	14.16	285.4	20.39
Greenville Ave Northbound	2:25:00	Car	5986	100	16960.91	2.83	5083.51	0.85	7407.7	1.24			Bus	0	0	0	0	0	0	0	0			Rail	0	0	0	0	0	0	0	0			Park and Ride	0	0	0	0	0	0	0	0			Total	5986	100	16990.31	2.84	5093.56	0.85	7419.88	1.24			Truck	6	N/A	29.4	4.9	10.05	1.68	12.17	2.03
