Time	FuelConsumptionCar	FuelConsumptionBus	FuelConsumptionTruck	CarbonDioxideCar	CarbonDioxideBus	CarbonDioxideTruck	NitrogenOxidesCar	NitrogenOxidesBus	NitrogenOxidesTruck	
05:05:00	2.0040951E9	0.0	1363632.6	1.53356864E8	0.0	104254.88	118641.78	0.0	81.07919	
05:10:00	1.78902118E9	0.0	1259889.2	1.36873952E8	0.0	96323.29	106103.164	0.0	74.659935	
05:15:00	1.5020023E9	0.0	1098269.1	1.14895256E8	0.0	83966.81	89249.07	0.0	64.799484	
05:20:00	1.18047424E9	0.0	897933.2	9.0276848E7	0.0	68650.375	70222.08	0.0	52.486053	
05:25:00	8.4942592E8	0.0	644891.2	6.4938256E7	0.0	49304.324	50715.797	0.0	37.209248	
05:30:00	5.11760576E8	0.0	341141.44	3.9100304E7	0.0	26081.555	30709.414	0.0	19.390356	
05:35:00	2.5017088E8	0.0	109050.31	1.9107604E7	0.0	8337.323	15084.621	0.0	5.870857	
05:40:00	1.07478064E8	0.0	26947.031	8212409.0	0.0	2060.207	6484.669	0.0	1.2434329	
05:45:00	3.9475092E7	0.0	13689.462	3018031.8	0.0	1046.613	2372.7007	0.0	0.5960946	
05:50:00	1.2441154E7	0.0	7358.743	951253.4	0.0	562.6046	745.4	0.0	0.34629452	
05:55:00	3078150.5	0.0	0.0	235343.17	0.0	0.0	185.07062	0.0	0.0	
06:00:00	478422.94	0.0	0.0	36577.266	0.0	0.0	30.86745	0.0	0.0	
